"TSN"	"Common Name"	"LeafType"	"LeafArrangement"	"LeafAttachment"	"LeafEdge"	"LeafVeins"	"FlowerType"	"FlowerArrangement"	"FlowerAttachment"	"FlowerSymmetry"	"FlowerPetalNumber"	"FlowerPetalColor"	"FruitType"	"FruitArrangement"	"FruitAttachment"	"FruitColor"	"BarkAttachment"	"BarkTexture"	"BarkColor"	"ThornType"	"ThornArrangement"	"ThornStiffness"	"TendrilType"	"TendrilArrangement"	"TendrilAttach"	"PlantDetails"
"501635"	"dogwood, gray"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"red with white stem"			"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"fruits attached with red stems; twigs brown; branchlets hairless and light gray; pith brownish; flowers in cone-shaped clusters'"
"501637"	"dogwood, red osier"	"simple"	"opposite"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"white"		"smooth or paper-like"	"red"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"502157"	"fern, spinulose wood"	"compound"	"at soil"	"stemmed"	"toothed"	"feather-like"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"spores"	"multiple clusters"	"leaf back"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"502509"	"Joe-pye-weed, common"	"simple"	"whorled"	"stemmed"	"toothed"	"feather-like"	"dandelion-like"	"multple clusters"	"stemmed"	"radial"	"6 or more"	"pink to red to purple"			"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"hollow stem"
"502704"	"snowdrop"	"simple"	"basal"	"stemless"	"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"white (3 w/ green tip)"		"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"502801"	"ivy, ground"	"simple"	"opposite"	"stemmed"	"toothed"	"palm-like"	"split - upper & lower lips"	"single cluster"	"stemmed"	"bilateral"	"2"	"violet"		"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"502923"	"sunflower, forest"	"simple"	"variable"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"yellow (disk)"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petiole with long wings; stems smooth or only slightly rough;"
"503156"	"holly, Japanese"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"						"nut-like"							"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"503611"	"club-moss, round-branched tree"	"needle"	"alternate"	"stemless"	"smooth"	"not visible"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"no flowers"	"spores"	"multiple clusters"	"stemmed"	"brown"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"503655"	"Solomon's-plume"	"simple"	"alternate"	"stemless"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"4"	"white"	"berry-like"	"single cluster"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"7 to 17 leaves;"
"503721"	"medick, black"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems downy and 4-angled;"
"503891"	"hyacinth, Armenian grape"	"simple"	"basal"	"stemmed"	"smooth"	"parallel"	"regular"	"single cluster"	"stemmed"	"radial"	"6 or more"	"purple"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"503930"	"daffodil"	"simple"	"alternate"		"smooth"	"parallel"	"regular"	"solitary"	"stemmed"	"radial"	"6 or more"	"yellow"		"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves bifacial;"
"504090"	"pachysandra"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemless"	"radial"		"white"	"berry-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"504241"	"ditch-stonecrop"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"variable"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves not succulent;"
"504798"	"currant, garden red"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"palm-like"	"regular"		"stemmed"				"berry-like"		"stemmed"											
"504804"	"locust, black"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"white"	"seed-like"	"multiple clusters"	"stemmed"	"dark brown"	"firm"	"furrows & ridges"	"brown"	"short"	"stem only"	"stiff (very)"	"no tendrils"	"no tendrils"	"no tendrils"	"twigs and fruit smooth or slightly hairy;"
"504874"	"blackberry, Pennsylvania"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"regular"	"multiple clusters"	"stemmed"	"bilateral"	"5"	"whitish"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"short"	"stem only"	"stiff"	"no tendrils"	"no tendrils"	"no tendrils"	"inflorescence glandless or nearly so; stems erect or ascending; bladelet no laciniate-cleft; blades not white-woolly beneath; druplets not separting from receptacle;"
"504981"	"willow, weeping"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"catkin-like"		"stemmed"	"radial"			"cone-like"		"stemmed"		"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"branches pendulous; blades glaucous beneath and essentially smooth on both sides; petioles without glands;"
"504999"	"water-pimpernel"	"simple"	"alternate & basal"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"505004"	"snakeroot, clustered"	"compound"	"alternate"	"stemmed"	"toothed"	"palm-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"		"greenish-yellow"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"505160"	"senna, southern wild"	"compound"	"alternate"	"stemmed"	"smooth"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"		"yellow"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stipules narrowly lance-shaped; pods flat with rectangular segments;"
"505333"	"spiraea, Japanese"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"pinkish"	"seed-like"	"multiple clusters"	"stemmed"		"firm"	"smooth or paper-like"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"505434"	"feverfew"	"simple"	"alternate"	"stemmed"	"lobed & toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white (rays)"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"disk flowers relatively large and yellow; ray flowers relatively stubby and white; plant aromatic'"
"505490"	"white-cedar, northern"	"scale"	"opposite"	"stemless"	"smooth"	"parallel"			"stemless"				"cone-like"		"stemless"		"peeling"	"other"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"cone seeds winged and mature in 1 year; scale leaf with resin glands; cones very small about 1/4 to 1/2 inch; aromatic leaves when crushed;"
"505507"	"linden, littleleaf"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"		"5"	"cream, pale yellow"	"nut-like"	"multiple clusters"	"stemmed"		"firm"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaf stalks hairless;"
"505709"	"violet, marsh blue"	"simple"	"basal"	"stemmed"	"toothed"	"feather-like"	"regular"	"solitary"	"stemmed"	"bilateral"	"5"	"violet"	"seed-like"	"solitary"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals darker near throat; lower petals veined and shorter; side petals with hairs on inside and swollen at tip;"
"505864"	"redwood, dawn"	"needle"	"opposite"	"stemless"	"smooth"	"feather-like"							"cone-like"		"stemmed"	"dark brown"		"furrows & ridges"	"red"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"shoots (branchlets) opposite; side buds below shoots (not in axils);"
"506068"	"bittersweet, Asian"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"green"	"seed-like"	"multiple clusters"	"stemmed"	"red seed with orange husk"		"rough"		"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers in leaf axils; stem woody; leaf shape roundish"
"507656"	"cudweed, clammy"	"simple"	"alternate"	"clasping"	"hairs or bristles"	"feather-like"	"head"	"single cluster"	"stemmed"	"radial"	"6 or more"	"white"		"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems usually with glandular hairs and woolly near base of inflorescence; leaves winged at base; upper leaves usually with glandular hairs;"
"507912"	"forsythia"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"yellow"	"seed-like"	"multiple clusters"	"stemmed"					"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"508093"	"aster, tall flat-topped white"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"513449"	"aster, large-leaved"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"violet to lavender"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower stalks bear hairs with minute glands; bracts (phyllaries) whitish with green tips; leaves thick and rough"
"513512"	"buckwheat, climbing false"	"simple"	"alternate"	"stemmed"	"lobed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"yellowish green"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"				"stems reddish and rough; sheaths not fringed; fruit winged;"
"516979"	"sweet-clover, white"	"compound"	"alternate"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"518732"	"water-pepper"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"greenish white"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"sheath bristle absent or very short; stems jointed and often red;"
"518733"	"smartweed, swamp"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"white to pink to purple"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers interrupted along spike;"
"518735"	"smartweed, nodding"	"simple"	"alternate"	"stemmed"	"smooth"	"parallel"	"ball-like"	"multiple clusters"	"stemless"	"radial"	"variable"	"pink to white to purplish"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stems jointed and smooth; sheath above each stem joint usually without fringe; leaves often tomentose beneath;"
"518745"	"pinkweed"	"simple"	"alternate"	"clasping"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"4"	"pink or white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"sheaths without fringe; joints reddish; leaves shiny; tiny hair-like glands on upper branches and stems; flowers on sticky-haired stalk of spike'"
"518749"	"smartweed, dotted"	"simple"	"alternate"	"stemmed"	"hairs or bristles"	"feather-like"	"regular"			"radial"			"seed-like"				"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"518755"	"jumpseed"	"simple"	"alternate"	"stemmed"	"hairs or bristles"	"feather-like"	"regular"	"single cluster"	"stemmed"	"radial"	"4"	"white to pink"	"seed-like"	"single cluster"	"stemmed"	"whitish green"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stipular sheath fringed; seed with 2 hooked tip styles;"
"522193"	"aster, blue wood"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white to blue violet rays"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with deep notch at base; stem smooth and much branched;"
"522202"	"aster, white heath"	"simple"	"alternate"	"stemless"	"toothed"	"parallel"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"bracts broad and green with spreading tip;"
"522219"	"aster, white panicle"	"simple"	"alternate"	"stemless"	"toothed"	"net-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"pink to violet"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"hair-like bristles on fruit pappus and slighly longer than the shallowly lobed disk flowers;"
"522220"	"aster, calico"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white to purple (ray)"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flowers on one side of stem; disk flowers deeply lobed;"
"522226"	"aster, New England"	"simple"	"alternate"	"clasping"	"smooth"	"feather-like"	"daisy-like"	"variable - single & multiple clusters"	"stemmed"	"radial"	"6 or more"	"rose, violet, magenta (rays)"	"seed-like"	"variable - single & multiple"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves crowded; stems hairy; floral bracts sticky; flower stems with sticky hairs; phyllaries glandular;"
"522230"	"aster, azure"	"simple"	"alternate"	"stemmed"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"blue (ray)"	"seed-like"	"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem leaves narrow and finely scabrous; branch leaves much reduced; chlorophyllous zone diamond-shaped;"
"522234"	"aster, hairy white oldfield"	"simple"	"alternate"	"multiple"	"lobed & bristles"	"net-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white (ray"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"involucre urn-shaped and smooth; bracts shingle-like with inrolled tips; bracts stiff with long pointed tips; stem stiffly branching; leaves at least 7 times longer than wide;"
"522253"	"aster, annual saltmarsh"	"simple"	"alternate"	"clasping"	"smooth"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"violet, blue, white, purple"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves linear; pappus white; rays very short; flower heads less than 1/2 in wide;"
"565302"	"mint, field"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"pea-like"	"multiple clusters"	"stemmed"	"bilateral"	"2"	"white to violet"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"strong mint odor; stems square and hairy on angles:"
"565311"	"bergamot, wild"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"split - upper & lower lips"	"multiple clusters"	"stemless"	"bilateral"	"2"	"lilac or pink"		"multiple clusters"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals unspotted; floral bracts often pink tinged; leaves grayish; stem square;"
"565368"	"groundsel, running"	"simple"	"basal"	"stemmed"	"toothed"	"feather-like"	"daisy-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"single cluster"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"565397"	"chokeberry, black"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"firm"	"smooth or paper-like"	"tan"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"flower stalks smooth; stems thornless and hairy;"
"565525"	"nightshade, black"	"simple"	"opposite"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"5"	"white"	"berry-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"petals reflexed; flowers drooping;"
"780246"	"knapweed, spotted"	"simple"	"alternate"		"lobed"	"feather-like"	"ball-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"lavender, pink or white"	"seed-like"	"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem with soft hairs and gray; flower bracts with harsh, prickly, black-tipped hairs; leaves deeply cleft; phyllary tip with comb-like hairs, not spine-tipped:"
"780297"	"fireweed"	"simple"	"alternate"	"stemless"	"toothed"	"feather-like"	"daisy-like"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white (rays)"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"780334"	"Joe-pye-weed, purple"	"simple"	"whorled"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"purple to pink"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"stem solid and smooth; joints purple at nodes; vanilla scented when bruised; flower cluster rounded or domed;"
"780377"	"hawkweed, whiplash"	"simple"	"basal"	"stemmed"	"hairs or bristles"	"feather-like"	"daisy-like"	"single cluster"	"stemmed"	"radial"	"6 or more"	"yellow"	"seed-like"	"single cluster"	"stemless"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves green underneath"
"810156"	"wood-hyacinth, English"	"simple"	"basal"	"stemless"	"smooth"	"parallel"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"blue to yellow"		"multiple clusters"	"stemmed"		"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
"810230"	"mandarin, yellow"	"simple"	"alternate"		"smooth"	"parallel"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"yellow"	"berry-like"	"multiple clusters"	"stemmed"	"red"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves soft; stem often hairy;"
"823821"	"lady's-thumb"	"simple"	"alternate"	"clasping"	"smooth"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"		"pink or white"	"seed-like"	"multiple clusters"	"stemmed"	"black"	"no bark"	"no bark"	"no bark"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"paper sheath with fringe at each joint; leaves often with dark triangular blotch; stems reddish;"
"837788"	"willow, weeping"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"catkin-like"		"stemmed"				"cone-like"		"stemmed"			"rough"	"brown"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	"leaves with basal glands; twigs reddish-brown;"
"845784"	"linden, Crimean"	"simple"	"alternate"	"stemmed"	"toothed"	"feather-like"	"regular"	"multiple clusters"	"stemmed"	"radial"	"6 or more"	"white ?"	"nut-like"	"multiple clusters"	"stemmed"		"firm"	"furrows & ridges"	"gray"	"no thorns"	"no thorns"	"no thorns"	"no tendrils"	"no tendrils"	"no tendrils"	
